,Health Facility Name,Address,Landmark,Locality,Pincode,latitude,longitude,Facility Type,State_Name,\N,Taluka_Name,Block_Name
53,Banpuri,,,Banpuri,415112.0,17.268984,73.932511,SubCentre,Maharashtra,Satara,Patan,Patan
54,Konegaon,,,Konegaon,415106.0,17.3837,74.1312,SubCentre,Maharashtra,Satara,Karad,Karad
55,Mariaaichiwadi,,,Mariaaichiwadi,415521.0,18.067799,74.175482,SubCentre,Maharashtra,Satara,Khandala,Khandala
56,Nimsode,,,Nimsod,415538.0,17.456591,74.464588,Primary Health Centre,Maharashtra,Satara,Khatav,Khatav
57,Ranand,,,Ranand,415508.0,17.7163,74.6376,SubCentre,Maharashtra,Satara,Man,Man
58,Ozarde,823,,Ozarde,412803.0,17.913688,73.949986,SubCentre,Maharashtra,Satara,Wai,Wai
59,Sadashivgad,,,Sadashivgad,415105.0,17.3141,74.232,SubCentre,Maharashtra,Satara,Karad,Karad
60,Rajapur,,,Rajapur,415503.0,17.785836,74.339802,SubCentre,Maharashtra,Satara,Khatav,Khatav
61,Wathar Nimbalk 2,94,,Wathar Nimbalk 2,415523.0,17.993288,74.397748,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
62,Ghanbi,\N,,Ghanbi,415206.0,17.429889,73.834971,SubCentre,Maharashtra,Satara,Patan,Patan
63,Aawarde,,,Aawarde,415014.0,17.512991,73.942628,SubCentre,Maharashtra,Satara,Patan,Patan
64,Mahimangad,,,Mahimangad,415023.0,17.7019,74.4638,SubCentre,Maharashtra,Satara,Man,Man
65,Rural Hospital Medha,\N,,At Post. Medha Tal. Jaoli,415012.0,17.793,73.8274,Community Health Center,Maharashtra,Satara,Jaoli,Jaoli
66,Algulewadi,1,,Algulewadi,415523.0,18.009968,74.456375,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
67,Marul Haweli,,,Marul Haweli,415211.0,17.304993,74.008361,SubCentre,Maharashtra,Satara,Patan,Patan
68,Kudal,825,Near By High School,Kudal,415514.0,17.8379,73.9215,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
69,Ekambe,,,Ekambe,415501.0,17.683575,74.233353,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
70,Khute,86,,Khute,415523.0,18.068691,74.411895,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
71,Holichagaon,,,Holichagaon,415538.0,17.470167,74.435209,SubCentre,Maharashtra,Satara,Khatav,Khatav
72,Mhavashi,,,Mhavashi,415206.0,17.384704,73.920007,SubCentre,Maharashtra,Satara,Patan,Patan
73,Limb,sub center limb,,village-limb,415015.0,17.7901,74.0067,SubCentre,Maharashtra,Satara,Satara,Satara
74,Malawadi,,,Malawadi,415508.0,17.7641,74.4554,SubCentre,Maharashtra,Satara,Man,Man
75,Kumthe,phc kumathe,,village-kumathe,415002.0,17.6015,73.9658,Primary Health Centre,Maharashtra,Satara,Satara,Satara
76,Saspade,sub center saspade,,village-saspade,415014.0,17.5175,74.0125,SubCentre,Maharashtra,Satara,Satara,Satara
77,Kusur,,,Kusur,415103.0,17.2456,74.0512,SubCentre,Maharashtra,Satara,Karad,Karad
78,Parle,,,Parle,415124.0,17.3332,74.1999,SubCentre,Maharashtra,Satara,Karad,Karad
79,Kalaj,432,,Kalaj,415028.0,18.014738,74.292101,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
80,Kodoli,\N,,Kodoli,415124.0,17.6695,74.336,SubCentre,Maharashtra,Satara,Karad,Karad
81,Phaltan Urban Health Centre,,,Phaltan,415523.0,17.9884,74.4301,Urban Health Centre,Maharashtra,Satara,Phaltan,Phaltan
82,Mhaswad,,,Mhaswad,415509.0,17.6342,74.7844,Primary Health Centre,Maharashtra,Satara,Man,Man
83,Kale 1,\N,,Kale 1,415104.0,17.2786,74.1988,SubCentre,Maharashtra,Satara,Karad,Karad
84,Rural Hospital Koregaon,,,At Post Koreagaon,415501.0,17.6969,74.1596,Community Health Center,Maharashtra,Satara,Koregaon,Koregaon
85,Chitali,,,Chitali,415538.0,17.42009,74.499087,SubCentre,Maharashtra,Satara,Khatav,Khatav
86,Targaon,,,Targaon,415107.0,17.511323,74.149313,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
87,Saswad,\N,,Saswad,415523.0,17.981756,74.256245,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
88,Rural Hospital Aundh,,,At post Aundh,415510.0,17.5402,74.3306,Community Health Center,Maharashtra,Satara,Khatav,Khatav
89,Rajachekurle,,,Rajachekurle,415512.0,17.448018,74.276802,SubCentre,Maharashtra,Satara,Khatav,Khatav
90,Pasarani,710,,Pasarani,412803.0,17.948175,73.848445,SubCentre,Maharashtra,Satara,Wai,Wai
91,Jinti,251,,Jinti,415523.0,18.063484,74.380405,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
92,Saundari,30,Near Kuroshi Village,Subcenter Saundari,412806.0,17.843,73.7211,SubCentre,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar
93,Kasani,\N,,Kasani,415112.0,17.165195,73.899992,SubCentre,Maharashtra,Satara,Patan,Patan
94,Kutare,\N,,Kutare,415112.0,17.208671,73.967546,SubCentre,Maharashtra,Satara,Patan,Patan
95,Malchaudi,97,Village Outeside,Malchoundi,415012.0,17.7435,73.8455,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
96,Rural Hospital Khandala,,,At Post Khandala,412802.0,18.0551,74.017,Community Health Center,Maharashtra,Satara,Khandala,Khandala
97,Gogave,17,pratapgad Road,Subcenter  Gogave,412806.0,17.8085,73.7361,SubCentre,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar
98,Yewati,\N,,Yewati,415111.0,17.1541,74.0118,Primary Health Centre,Maharashtra,Satara,Karad,Karad
99,Chikhali,22,Tapola Road,Subcenter Chikhli,,73.8665,73.6821,SubCentre,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar
100,Venegaon,sub center venegaon,,village-venegaon,415518.0,17.5037,74.1163,SubCentre,Maharashtra,Satara,Satara,Satara
101,Padali,,,Padali,415106.0,17.4808,74.1862,SubCentre,Maharashtra,Satara,Karad,Karad
102,Masur,,,Masur,415106.0,17.3982,74.1678,Primary Health Centre,Maharashtra,Satara,Karad,Karad
103,Asawali,,,Asawali,412802.0,18.04794,73.954082,SubCentre,Maharashtra,Satara,Khandala,Khandala
104,Wahagaon,,,Wahagaon,415124.0,17.3326,74.1563,SubCentre,Maharashtra,Satara,Karad,Karad
105,Khed,sub center khed,,village-khed,415001.0,17.7019,74.0334,SubCentre,Maharashtra,Satara,Satara,Satara
106,Vikhale,,,Vikhale,415312.0,17.455884,74.624133,SubCentre,Maharashtra,Satara,Khatav,Khatav
107,Palashi,,,Palashi,415512.0,17.497386,74.364691,SubCentre,Maharashtra,Satara,Khatav,Khatav
108,Mandhardev,189,,Mandhardev,412803.0,18.0466,73.8761,SubCentre,Maharashtra,Satara,Wai,Wai
109,Murud,murud phc,near dam,Murud,415014.0,17.537945,73.907274,Primary Health Centre,Maharashtra,Satara,Patan,Patan
110,Kashil,sub center kashil,,village-kashil,415519.0,17.4806,74.0851,SubCentre,Maharashtra,Satara,Satara,Satara
111,Nijare,177,Near By ZP School,Nizare,415012.0,17.7503,73.8565,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
112,Maneri,,,Maneri,415206.0,17.430594,73.741969,SubCentre,Maharashtra,Satara,Patan,Patan
113,Supane,,,Supane,415114.0,17.297,74.1197,Primary Health Centre,Maharashtra,Satara,Karad,Karad
114,Sanbur,,,Sanbur,415112.0,17.263027,73.911772,SubCentre,Maharashtra,Satara,Patan,Patan
115,Kondave,sub center kondave,,village-koandave,415002.0,17.715,73.9221,SubCentre,Maharashtra,Satara,Satara,Satara
116,Talbid,,,Talbid,415109.0,17.3384,74.1096,SubCentre,Maharashtra,Satara,Karad,Karad
117,Barad,2,,Barad,415523.0,17.955485,74.584038,Primary Health Centre,Maharashtra,Satara,Phaltan,Phaltan
118,AAkoshi,221,,Akoshi,412803.0,17.972188,73.770453,SubCentre,Maharashtra,Satara,Wai,Wai
119,Rural Hospital Gondawale Kh.,,,At post Gondwale kh.,415540.0,17.663,74.6159,Community Health Center,Maharashtra,Satara,Man,Man
120,Banawadi,,,Banawadi,415011.0,17.836647,74.066453,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
121,Bamnoli,27,Near by Koyna DAM,Bamnoli,415002.0,17.7329,73.7608,Primary Health Centre,Maharashtra,Satara,Jaoli,Jaoli
122,Jalaw,\N,,Jalaw,415014.0,17.518106,73.885368,SubCentre,Maharashtra,Satara,Patan,Patan
123,Pember,,,Pember,415014.0,17.4893,74.0312,SubCentre,Maharashtra,Satara,Karad,Karad
124,Keledhone,,,Keledhone,415312.0,17.431635,74.644364,SubCentre,Maharashtra,Satara,Khatav,Khatav
125,Warugad,,,Warugad,415503.0,17.839,74.4828,SubCentre,Maharashtra,Satara,Man,Man
126,Andharwadi,,,Andharwadi,415109.0,17.4014,74.063,SubCentre,Maharashtra,Satara,Karad,Karad
127,Mundhe,,,Mundhe,415124.0,17.2981,74.1553,SubCentre,Maharashtra,Satara,Karad,Karad
128,Sindikhurda,,,Sindikhurda,415503.0,17.7913,74.4302,SubCentre,Maharashtra,Satara,Man,Man
129,Wadoli Nileshwar,,,Wadoli Nileshwar,415115.0,17.3564,74.1994,SubCentre,Maharashtra,Satara,Karad,Karad
130,Sonawade,sonawade,Near by ZP School,Sonawade,415111.0,17.306296,73.927718,Primary Health Centre,Maharashtra,Satara,Patan,Patan
131,Velang,123,,Velang,412803.0,17.99839,73.80383,SubCentre,Maharashtra,Satara,Wai,Wai
132,Kudal,825,Near by High School,Kudal,415514.0,17.8379,73.9406,Primary Health Centre,Maharashtra,Satara,Jaoli,Jaoli
133,Jihe,sub center jihe,,village-jihe,415004.0,17.6247,74.1378,SubCentre,Maharashtra,Satara,Satara,Satara
134,Diwad,,,Diwad,415509.0,17.6265,74.7055,SubCentre,Maharashtra,Satara,Man,Man
135,Kedambe,52,Near by ZP School,Kedambe,415012.0,17.8802,73.7621,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
136,Majgoan,,,Majgoan,415520.0,17.392231,74.044476,SubCentre,Maharashtra,Satara,Patan,Patan
137,Yeralwadi,,,Yeralwadi,415507.0,17.549525,74.500107,SubCentre,Maharashtra,Satara,Khatav,Khatav
138,Padegaon,899,,Padegaon,415028.0,18.071565,74.224047,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
139,Sub-District Hospital Karad,\N,,Karad,415110.0,17.2017,17.5912,Sub-District Hospital,Maharashtra,Satara,Karad,Karad
140,Yenake,,,Yenake,415103.0,17.276,74.0911,SubCentre,Maharashtra,Satara,Karad,Karad
141,Belawadi Haweli,,,Belawade Haveli,415109.0,17.3543,74.1372,SubCentre,Maharashtra,Satara,Karad,Karad
142,Vardangad,,,vardhangad,415501.0,17.721665,74.268528,SubCentre,Maharashtra,Satara,Khatav,Khatav
143,Dahigaon,\N,,Dahigaon,415524.0,17.879421,74.106946,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
144,Wagheri,,,Wagheri,415105.0,17.3591,74.2343,SubCentre,Maharashtra,Satara,Karad,Karad
145,Rural Hospital Patan,,,At Post Patan,415206.0,17.3794,74.8994,Community Health Center,Maharashtra,Satara,Patan,Patan
146,Karandi,243,Near By ZP School,Karandi,415020.0,17.8293,73.858,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
147,Kharshi,82,Near by Mandir,Kharshi Ba.,415514.0,17.8857,73.8342,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
148,Vihe,\N,,Vihe,415205.0,17.33868,74.056723,SubCentre,Maharashtra,Satara,Patan,Patan
149,Enkul,,,Enkul,415507.0,17.558177,74.579364,SubCentre,Maharashtra,Satara,Khatav,Khatav
150,Bhanang,169,Near by ZP School,Bhanang,415022.0,17.7708,73.8756,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
151,Darekhurd,116,Near By ZP School,Dare Kh.,415020.0,17.6791,73.9681,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
152,Paneri,,,Paneri,415112.0,17.243072,73.833388,SubCentre,Maharashtra,Satara,Patan,Patan
153,Tambave,508,,Tambave,415523.0,17.993489,74.170428,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
154,Shenoli,,,Shenoli,415108.0,17.1894,74.2604,SubCentre,Maharashtra,Satara,Karad,Karad
155,Malatpur,49,,Malatpur,412803.0,17.947202,73.776321,Primary Health Centre,Maharashtra,Satara,Wai,Wai
156,Belawade,,,Belawade,415539.0,17.1567,74.1673,SubCentre,Maharashtra,Satara,Karad,Karad
157,Wathar,,,Wathar,415524.0,17.1811,74.181,SubCentre,Maharashtra,Satara,Karad,Karad
158,Taladeo,29 B,Near Bus Stand,Primary Health Center Taldev,412806.0,17.8251,73.6921,Primary Health Centre,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar
159,Umbraj,,,Umbraj,415109.0,17.4021,74.0999,SubCentre,Maharashtra,Satara,Karad,Karad
160,Kole,\N,,Kole,415103.0,17.2588,74.0801,SubCentre,Maharashtra,Satara,Karad,Karad
161,Gondawale bk,\N,,Gondavale BK,415540.0,17.6626,74.5789,SubCentre,Maharashtra,Satara,Man,Man
162,Aahire,,,Aahire,412802.0,18.059293,74.071486,Primary Health Centre,Maharashtra,Satara,Khandala,Khandala
163,Pachagani,M,Panchgani - mahabaleshwar road,Primary Health Center Panchgani,412805.0,17.923718,73.79858,Primary Health Centre,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar
164,Marali,marli phc,gavanwadi fata,MARALI,415211.0,17.325191,73.954707,Primary Health Centre,Maharashtra,Satara,Patan,Patan
165,Kikali,69,,Kikali,415530.0,17.851975,74.011425,SubCentre,Maharashtra,Satara,Wai,Wai
166,Surur,257,,Surur,415517.0,17.963517,73.98482,SubCentre,Maharashtra,Satara,Wai,Wai
167,Karad Urban Health Centre,78,"near Dombiwali Bank,Karad",karad,415110.0,17.2844,74.1857,Urban Health Centre,Maharashtra,Satara,Karad,Karad
168,Gunaware,579,,Gunaware,415523.0,17.990197,74.592603,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
169,Khatav,,,Khatav,415505.0,17.662091,74.368756,Primary Health Centre,Maharashtra,Satara,Khatav,Khatav
170,Chorajwadi,,,Chorajwadi,415109.0,17.4577,73.9971,SubCentre,Maharashtra,Satara,Karad,Karad
171,Bhataki,,,Bhataki,415509.0,32.7873,96.7776,SubCentre,Maharashtra,Satara,Man,Man
172,Rural Hospital Somardi,,,At Post Somardi,415514.0,17.8557,73.8878,Community Health Center,Maharashtra,Satara,Jaoli,Jaoli
173,Rethare Bk.,\N,,Rethare Bk,415108.0,17.1633,74.2234,SubCentre,Maharashtra,Satara,Karad,Karad
174,Hol,105,,Hol,415522.0,18.105766,74.35255,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
175,Kukudwad,,,Kukudwad,415509.0,17.5413,74.6457,SubCentre,Maharashtra,Satara,Man,Man
176,Umbraj,,,Umbraj,415109.0,17.4016,74.102,Primary Health Centre,Maharashtra,Satara,Karad,Karad
177,Karnwadi,,,Karnwadi,412802.0,18.074042,73.897219,SubCentre,Maharashtra,Satara,Khandala,Khandala
178,Malharpeth,123,Near by ST Stand,Malharpeth,415205.0,17.342007,74.006986,Primary Health Centre,Maharashtra,Satara,Patan,Patan
179,Rewadi,,,Rewadi,415011.0,17.800503,74.088634,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
180,Rohot,sub center rohot,,village-rohot,415013.0,17.6861,73.8556,SubCentre,Maharashtra,Satara,Satara,Satara
181,Dhavadi,132,,Dhavadi,412803.0,18.020376,73.872466,SubCentre,Maharashtra,Satara,Wai,Wai
182,Pachwad,,,Pachwad,415312.0,17.486772,74.651825,SubCentre,Maharashtra,Satara,Khatav,Khatav
183,Wadgaon Haweli,,,Wadgaon Haweli,415124.0,17.2364,74.2437,Primary Health Centre,Maharashtra,Satara,Karad,Karad
184,Khatav,,,Khatav,415505.0,17.662091,74.368756,SubCentre,Maharashtra,Satara,Khatav,Khatav
185,Khale,,,Khale,415103.0,17.233439,73.991509,SubCentre,Maharashtra,Satara,Patan,Patan
186,Kasar Shirambe,,,Kasar Shirambe,415539.0,17.1407,74.1386,SubCentre,Maharashtra,Satara,Karad,Karad
187,Nenegoan Kh.,,,Nenegoan Kh.,415520.0,17.423315,74.004816,SubCentre,Maharashtra,Satara,Patan,Patan
188,Kumbharosi 2,15,pratapgad Road,Subcenter Kumbharoshi 2,412806.0,17.917,73.5893,SubCentre,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar
189,Tarale,,,Tarale,415014.0,17.495151,73.980469,SubCentre,Maharashtra,Satara,Patan,Patan
190,Tarukh,\N,,Tarukh,415103.0,17.2396,74.0418,SubCentre,Maharashtra,Satara,Karad,Karad
191,Dhamani,,,Dhamani,415112.0,17.185897,73.973359,SubCentre,Maharashtra,Satara,Patan,Patan
192,Saratale,244,Near by Zp School,Sartale,415513.0,17.8534,73.9305,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
193,Vele,14,,Vale,415517.0,17.996421,73.992351,SubCentre,Maharashtra,Satara,Wai,Wai
194,Chilewadi,\N,,chilewadi,415107.0,17.87527,74.249719,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
195,Indoli,,,Indoli,415109.0,17.4386,74.0828,Primary Health Centre,Maharashtra,Satara,Karad,Karad
196,Phadatarwadi,13,,Phadatarwadi,415522.0,18.041438,74.37413,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
197,Chinchaner Vandan,\N,,chinchner vandan,415002.0,17.6548,74.0885,Primary Health Centre,Maharashtra,Satara,Satara,Satara
198,Gokul,,,Gokul,415205.0,17.39231,73.740103,SubCentre,Maharashtra,Satara,Patan,Patan
199,Ganje,129,Near By ZP School,Ganje,415012.0,17.7819,73.8075,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
200,Katgun,,,Katgun,415502.0,17.696907,74.346908,SubCentre,Maharashtra,Satara,Khatav,Khatav
201,Helwak,,,Helwak,415205.0,17.376791,73.730122,SubCentre,Maharashtra,Satara,Patan,Patan
202,Tadawale,\N,,Tadawale,415010.0,17.749774,74.158406,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
203,Kshetramahuli,sub center kshetramahuli,,village-kshetramahuli,415003.0,17.691,74.058,SubCentre,Maharashtra,Satara,Satara,Satara
204,Rethare Bk.,\N,,Rethare Bk.,415108.0,17.1631,74.222,Primary Health Centre,Maharashtra,Satara,Karad,Karad
205,Vaduth,sub center vaduth,,village-vaduth,415011.0,17.7535,74.055,SubCentre,Maharashtra,Satara,Satara,Satara
206,Aangapur tarf,sub center angapur tarf,,village-angapur tarf,415019.0,17.5316,74.13,SubCentre,Maharashtra,Satara,Satara,Satara
207,Ambawade Khurda,sub center ambawade khd.,,village - ambawade khd.,415002.0,17.6528,73.9528,SubCentre,Maharashtra,Satara,Satara,Satara
208,Vadagaon Jayramswami,,,Vadagaon Jayramswami,415512.0,17.446839,74.346082,SubCentre,Maharashtra,Satara,Khatav,Khatav
209,Keral,\N,,Keral,415206.0,17.455649,73.884099,SubCentre,Maharashtra,Satara,Patan,Patan
210,Godoli (Satara) Urban Health Centre,,,Godoli Satara,415001.0,17.6807,74.0131,Urban Health Centre,Maharashtra,Satara,Satara,Satara
211,Wadjal,,,Wadjal,415509.0,17.5676,74.6689,SubCentre,Maharashtra,Satara,Man,Man
212,Dadoli,,,Dadoli,415520.0,17.392541,73.96742,SubCentre,Maharashtra,Satara,Patan,Patan
213,Jamb,42,Near ST Stand,Jamb,415530.0,17.842449,73.997442,SubCentre,Maharashtra,Satara,Wai,Wai
214,Pujya Kasturba Maternity Home Satara,,,satara,,0.0,0.0,Maternity Home,Maharashtra,Satara,Satara,Satara
215,Diskal,,,Diskal,415504.0,17.820046,74.296802,Primary Health Centre,Maharashtra,Satara,Khatav,Khatav
216,Nandal,161,,Nandal,415028.0,17.984578,74.312388,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
217,Humgaon,123,Near by Mandir,Humgaon,415514.0,17.8721,73.868,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
218,Bichkule,,,Bichkule,415524.0,17.837244,74.141382,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
219,Pusesawali,,,Pusesawali,415512.0,17.461041,74.318755,SubCentre,Maharashtra,Satara,Khatav,Khatav
220,Aatoli,\N,,Aatoli,415210.0,17.323034,73.848649,SubCentre,Maharashtra,Satara,Patan,Patan
221,Thembhu,,,Thembhu,415105.0,17.2827,74.234,SubCentre,Maharashtra,Satara,Karad,Karad
222,Mardi,,,Mardi,415508.0,17.7404,74.698,Primary Health Centre,Maharashtra,Satara,Man,Man
223,Bhosare,,,Bhosare,415527.0,17.603984,74.337565,SubCentre,Maharashtra,Satara,Khatav,Khatav
224,Rural Hospital Wai,,,At Post Wai,412803.0,17.9543,73.8871,Community Health Center,Maharashtra,Satara,Wai,Wai
225,Siddheswar Kuroli,,,Siddheswar Kuroli,415527.0,17.5977,74.390515,SubCentre,Maharashtra,Satara,Khatav,Khatav
226,Keral,140,keral village,KERAL,415206.0,17.451103,73.879503,Primary Health Centre,Maharashtra,Satara,Patan,Patan
227,Tapola,40,Near Koyna River,Primary Health Center Tapola,412806.0,17.7656,73.7422,Primary Health Centre,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar
228,Jamb,,,Jamb,415505.0,17.627964,74.288234,SubCentre,Maharashtra,Satara,Khatav,Khatav
229,Supane,,,Supane,415114.0,17.3008,74.1232,SubCentre,Maharashtra,Satara,Karad,Karad
230,Derebudruk,86,Near By ZP School,Dare Bk.,415020.0,17.81,73.8679,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
231,Shamgoan,,,Shamgaon,415106.0,17.4037,74.2557,SubCentre,Maharashtra,Satara,Karad,Karad
232,Bibi,\N,,Bibi,415537.0,17.925602,17.276494,Primary Health Centre,Maharashtra,Satara,Phaltan,Phaltan
233,Dhawal,,,Dhawal,415537.0,17.903079,74.35454,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
234,Hingangaon,\N,,Hingangaon,415028.0,17.967736,74.219004,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
235,Vetane,,Near Water Tank,Vetane,415503.0,17.747822,74.343836,SubCentre,Maharashtra,Satara,Khatav,Khatav
236,Manainagar,\N,,Manainagar,415205.0,17.43726,73.783387,SubCentre,Maharashtra,Satara,Patan,Patan
237,Vaduj,,,Vaduj,415506.0,17.595358,74.452998,SubCentre,Maharashtra,Satara,Khatav,Khatav
238,Khed,,,Khed.,415010.0,17.763092,74.154307,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
239,Rahimatpur,\N,,Rahimatpur,415501.0,17.5934,74.2007,Primary Health Centre,Maharashtra,Satara,Koregaon,Koregaon
240,Ladegaon,,,Ladegaon,415512.0,17.476284,74.361756,SubCentre,Maharashtra,Satara,Khatav,Khatav
241,Murud,\N,,Murud,415014.0,17.534596,73.906847,SubCentre,Maharashtra,Satara,Patan,Patan
242,Kale 2,,,Kale 2,415104.0,17.1933,74.1536,SubCentre,Maharashtra,Satara,Karad,Karad
243,Sonawade,\N,,Sonawade,415211.0,17.309339,73.937947,SubCentre,Maharashtra,Satara,Patan,Patan
244,Anpatwadi,,,Anpatwadi,415525.0,17.87924,74.080907,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
245,Nadoli,\N,,Nadoli,415205.0,17.363772,73.973793,SubCentre,Maharashtra,Satara,Patan,Patan
246,Borgaon,222,,Borgoan,412803.0,17.941226,73.755859,SubCentre,Maharashtra,Satara,Wai,Wai
247,Dharpudi,,,Dharpudi,415505.0,17.677753,74.388049,SubCentre,Maharashtra,Satara,Khatav,Khatav
248,Padal,,,Padal,415507.0,17.505315,74.584581,SubCentre,Maharashtra,Satara,Khatav,Khatav
249,Jawale,,,Jawale,412801.0,18.078525,73.925297,SubCentre,Maharashtra,Satara,Khandala,Khandala
250,Chafal,\N,,Chafal,415520.0,17.394394,74.020678,Primary Health Centre,Maharashtra,Satara,Patan,Patan
251,Sonawadi Kh.,9:00 AM,,Sonawadi Kh.,415523.0,17.947144,74.495744,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
252,Gursale,,,Gursale,415506.0,17.522299,74.441182,SubCentre,Maharashtra,Satara,Khatav,Khatav
253,Aanewadi,40,Near by Mandir,Anewadi,415020.0,17.8052,73.9629,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
254,Kharade,,,Kharade,415109.0,17.4393,74.1333,SubCentre,Maharashtra,Satara,Karad,Karad
255,Dheur,,,deur,415524.0,17.856696,74.116666,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
256,Nandgaon,sub center nandgaon,,village- nandgaon,415107.0,17.5228,74.1421,SubCentre,Maharashtra,Satara,Satara,Satara
257,Yewati,,,Yewati,415111.0,17.1537,74.0124,SubCentre,Maharashtra,Satara,Karad,Karad
258,Diskal,,,Diskal,415504.0,17.815294,74.294682,SubCentre,Maharashtra,Satara,Khatav,Khatav
259,Dhoroshi,\N,,Dhoroshi,415014.0,17.5257,73.901233,SubCentre,Maharashtra,Satara,Patan,Patan
260,Budh,,,Budh,415503.0,17.770519,74.332407,SubCentre,Maharashtra,Satara,Khatav,Khatav
261,Tarale,122,Near by ST Stand,Tarle,415014.0,17.495275,73.979694,Primary Health Centre,Maharashtra,Satara,Patan,Patan
262,Koparde,,,Koparde,415521.0,17.962721,74.148982,SubCentre,Maharashtra,Satara,Khandala,Khandala
263,Rawadi Bk.,138,,Rawadi Bk.,415523.0,18.053616,74.282566,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
264,Rajapuri,,,village-rajapuri,415013.0,17.6544383,74.3675366,SubCentre,Maharashtra,Satara,Satara,Satara
265,Kumbhargaon,\N,,Kumbhargaon,415103.0,17.218267,74.009119,SubCentre,Maharashtra,Satara,Patan,Patan
266,Rural Hospital Kaledhon,,,At Post Kaledhone,415312.0,17.4324,74.6461,Community Health Center,Maharashtra,Satara,Khatav,Khatav
267,Bharatgaonwadi,sub center bharatgaonwadi,,village-bharatgaonwadi,415519.0,17.6027,74.0401,SubCentre,Maharashtra,Satara,Satara,Satara
268,Devapur,,,Devapur,415509.0,17.5986,74.8311,SubCentre,Maharashtra,Satara,Man,Man
269,Marali,,,Marali,415211.0,17.323645,73.956133,SubCentre,Maharashtra,Satara,Patan,Patan
270,Kale,,,Kale,415104.0,17.1945,74.1529,Primary Health Centre,Maharashtra,Satara,Karad,Karad
271,Khodashi,,,Khodashi,415124.0,17.3219,74.1666,SubCentre,Maharashtra,Satara,Karad,Karad
272,Andrud,75,,Andrud,415523.0,17.886756,74.624417,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
273,Chafal,,,Chafal,415520.0,17.397861,74.020016,SubCentre,Maharashtra,Satara,Patan,Patan
274,Kinhai,\N,,Kinhai,415021.0,17.8078,74.1728,Primary Health Centre,Maharashtra,Satara,Koregaon,Koregaon
275,Helgoan,,,Helgaon,415106.0,17.4567,74.1647,SubCentre,Maharashtra,Satara,Karad,Karad
276,Karvadi,\N,,Karavadi,415105.0,17.3353,74.2236,SubCentre,Maharashtra,Satara,Karad,Karad
277,Kinahi,\N,,Kinahi,415021.0,17.7929,74.176464,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
278,Velu,,,Velu,415511.0,17.577588,74.253869,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
279,Sonake,\N,,sonake,415525.0,17.937781,74.074904,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
280,Triputi,,,Triputi,415501.0,17.688184,74.103267,SubCentre,Maharashtra,Satara,Koregaon,Koregaon
